Departamento,Municipio,lat,lon,DIF_min,DIF_max,DIF_mean,DIF_count,DIF_std,DIF_median,DNI_min,DNI_max,DNI_mean,DNI_count,DNI_std,DNI_median,GHI_min,GHI_max,GHI_mean,GHI_count,GHI_std,GHI_median,GTI_min,GTI_max,GTI_mean,GTI_count,GTI_std,GTI_median,OPTA_min,OPTA_max,OPTA_mean,OPTA_count,OPTA_std,OPTA_median,PVOUT_min,PVOUT_max,PVOUT_mean,PVOUT_count,PVOUT_std,PVOUT_median,TEMP_min,TEMP_max,TEMP_mean,TEMP_count,TEMP_std,TEMP_median
CAQUETA,CARTAGENA DEL CHAIRA,0.6477182311825918,-74.2723607757981,905.8200073242188,931.7529907226562,920.2868702437145,166096,3.365281769213072,919.698974609375,1091.366943359375,1199.845947265625,1140.466236393411,166096,17.414449513462696,1140.31005859375,1723.97998046875,1795.9339599609375,1753.5096811482515,166096,12.152119353971642,1753.56494140625,1725.8060302734375,1801.4129638671875,1757.1707927945286,166096,12.818836604140028,1757.218017578125,3.0,5.0,4.313163481953291,942,0.5723798169068449,4.0,1364.208984375,1416.43994140625,1388.020160213618,14980,9.285462866013365,1388.31494140625,24.100000381469727,25.700000762939453,24.9682222129506,14980,0.19564602885764532,24.899999618530273
CAQUETA,SAN VICENTE DEL CAGUAN,1.5678016250592763,-74.26297361379852,697.6279907226562,947.093017578125,915.6747237265002,227130,13.954668567004191,918.968994140625,403.2359924316406,1298.0980224609375,1131.297987936424,227130,133.9435362440702,1166.2430419921875,1023.4310302734375,1851.0870361328125,1739.2031699907543,227130,110.35164705921382,1769.635986328125,1016.8560180664062,1859.85302734375,1744.9893188922642,227130,110.67216479113065,1775.114990234375,3.0,7.0,5.389539422326307,1281,0.5838175719067675,5.0,957.6859741210938,1462.8260498046875,1382.7675442889301,20434,73.32106537638326,1401.8299560546875,8.399999618530273,25.799999237060547,23.80723763090927,20434,2.874022733793976,24.899999618530273
CAQUETA,SOLANO,0.21128279723254362,-73.12388565288515,811.5850219726562,936.135986328125,917.2604266510493,549817,6.188580610643617,917.5079956054688,877.6959838867188,1247.6939697265625,1140.0878474110477,549817,36.32337731340548,1130.81396484375,1534.050048828125,1821.866943359375,1750.9213720201449,549817,25.88771890168653,1744.4339599609375,1531.8580322265625,1824.4239501953125,1752.8638947140594,549817,26.149530135191625,1746.6259765625,0.0,5.0,2.885064935064935,3080,1.4116069164935854,3.0,1323.301025390625,1442.0069580078125,1385.966396409147,49459,19.911652498702463,1380.64501953125,22.100000381469727,25.399999618530273,24.722419074384845,49459,0.3625301082465228,24.799999237060547
CAQUETA,SOLITA,0.909266068379861,-75.63839372124578,918.60400390625,927.0040283203125,923.6968573730862,6205,1.7428366303709741,924.0819702148438,1111.0909423828125,1142.136962890625,1127.4270749395648,6205,5.671926992211035,1127.5269775390625,1742.241943359375,1759.0439453125,1750.3226430298146,6205,3.3292827107528487,1750.6429443359375,1745.1639404296875,1762.3310546875,1753.795648670427,6205,3.420831779171117,1753.9300537109375,4.0,4.0,4.0,37,0.0,4.0,1375.531982421875,1388.31494140625,1382.3958707360862,557,2.6842820111866375,1382.470947265625,25.200000762939453,25.5,25.38455874102334,557,0.05882192539291789,25.399999618530273
CAQUETA,CURRILLO,1.05966128911365,-75.95176987113149,910.9340209960938,928.8309936523438,920.3443639137898,5243,3.8475477190080083,920.0650024414062,1097.5760498046875,1146.52001953125,1124.9051115773411,5243,9.57644723728987,1126.4310302734375,1735.66796875,1759.7740478515625,1748.2376502002671,5243,5.106398026281451,1748.8170166015625,1738.5899658203125,1763.427001953125,1751.531565897387,5243,5.162346014809033,1752.10400390625,4.0,4.0,4.0,28,0.0,4.0,1369.68798828125,1390.5069580078125,1381.2738853503186,471,4.64443913543722,1381.740966796875,24.299999237060547,25.600000381469727,24.97091460987261,471,0.384882859780266,24.899999618530273
CAQUETA,PUERTO RICO,2.0189434247852374,-75.07308422834491,612.5239868164062,957.3200073242188,906.4370374492238,53913,15.337101201365234,910.5679931640625,310.4620056152344,1251.7120361328125,1027.836625674698,53913,202.2311111203549,1072.009033203125,879.52197265625,1824.7889404296875,1655.9679483612488,53913,166.871842804334,1694.030029296875,895.22802734375,1832.093994140625,1661.3955075770223,53913,167.7517029914088,1700.239013671875,3.0,6.0,5.085808580858086,303,0.6544313957990989,5.0,992.3839721679688,1444.928955078125,1331.941443298969,4850,108.86361086240952,1361.6519775390625,8.600000381469727,25.799999237060547,20.80422680412371,4850,4.599572921436833,22.0
CAUCA,POPAYAN,2.4717069555655944,-76.59194659454025,797.3410034179688,936.135986328125,916.5577816957846,6239,21.377034079496216,923.7169799804688,807.5679931640625,1423.7440185546875,1250.8378746594005,6239,115.16876354714658,1293.7159423828125,1461.364990234375,1944.2259521484375,1786.246353582305,6239,114.2449927376753,1828.4420166015625,1459.5389404296875,1946.781982421875,1787.330501682962,6239,114.98492995513224,1829.9029541015625,1.0,3.0,2.5675675675675675,37,0.6384330708658226,3.0,1237.10205078125,1557.426025390625,1435.0106981981983,555,82.23126266638407,1458.4429931640625,8.899999618530273,20.299999237060547,18.76612647804054,555,1.758000025399209,19.399999618530273
CAUCA,ALMAGUER,1.9124418735925512,-76.83494507236153,773.5999755859375,928.4660034179688,882.6204486345904,3076,15.959695912182422,883.1740112304688,648.3189697265625,1451.5040283203125,1191.7527633289988,3076,152.601927960436,1211.717041015625,1294.446044921875,1936.5560302734375,1738.486345903771,3076,122.4226007443282,1758.8614501953125,1295.176025390625,1937.6510009765625,1739.9122236671,3076,122.30952408397546,1759.95703125,0.0,3.0,1.7777777777777777,18,0.7856742013183862,2.0,1207.5159912109375,1523.092041015625,1407.1230751811595,276,76.21191416305292,1419.9095458984375,11.800000190734863,23.899999618530273,18.151448567708332,276,3.1574901357762353,18.299999237060547
CAUCA,ARGELIA,2.3293359041002204,-77.26315292641767,581.47802734375,943.4409790039062,883.6058408661964,10067,25.68503316886293,884.27001953125,386.4339904785156,1343.7550048828125,980.5016390185756,10067,136.51385577423815,988.7319946289062,922.2559814453125,1835.3809814453125,1605.7077580212576,10067,113.2794896914557,1619.884033203125,922.9869995117188,1836.842041015625,1605.8867587165987,10067,113.56700386503324,1619.5179443359375,0.0,3.0,0.9655172413793104,58,0.8502640004095139,1.0,1035.1180419921875,1505.926025390625,1313.453211517165,903,82.01111111884744,1324.761962890625,9.899999618530273,23.899999618530273,17.612623719545958,903,3.115718701580256,17.700000762939453
CAUCA,BALBOA,2.0847351635509592,-77.20881351585487,761.1810302734375,924.81298828125,876.8612770724421,5356,20.401210879436473,879.8870239257812,727.5780029296875,1638.14599609375,1300.2830470500373,5356,173.5112507755939,1271.6175537109375,1382.8360595703125,2092.51708984375,1856.4824495892458,5356,135.61357773448148,1840.4949951171875,1383.2020263671875,2096.534912109375,1858.1773711725168,5356,136.71772659680641,1841.9560546875,0.0,3.0,1.6071428571428572,28,0.9761178834797464,1.0,1256.824951171875,1637.781005859375,1495.0390463917527,485,84.70869489711234,1486.5679931640625,10.5,24.899999618530273,19.34020618556701,485,3.63462892377635,19.799999237060547
CAUCA,BOLIVAR,1.8539477441763053,-76.96337380797891,759.719970703125,960.9730224609375,905.8011215314706,10343,21.971461641347567,903.9940185546875,648.6840209960938,1570.93994140625,1190.842888910374,10343,211.19240460504113,1175.739990234375,1327.3179931640625,2057.818115234375,1770.2554384607947,10343,174.00429850727716,1770.366943359375,1325.491943359375,2060.375,1770.9643236971865,10343,175.03420793944082,1770.366943359375,0.0,4.0,2.0172413793103448,58,1.0253910828413282,2.0,1141.041015625,1612.9439697265625,1419.7008832976446,934,116.26593432895001,1420.2745361328125,8.899999618530273,24.600000381469727,19.861242388249465,934,3.763187607463371,20.799999237060547
CAUCA,BUENOS AIRES,3.0459237320946473,-76.67901188687183,834.9619750976562,960.9730224609375,900.8737821080603,5645,20.024606200468988,896.323974609375,573.0770263671875,1565.4610595703125,1327.3485385296722,5645,221.3137401742693,1406.5780029296875,1258.2860107421875,2051.60888671875,1891.3790965456155,5645,157.77872575765514,1954.0880126953125,1258.2860107421875,2057.087890625,1894.3493356953056,5645,159.04468103392333,1957.009033203125,0.0,5.0,3.40625,32,1.0565088440235604,4.0,1096.114990234375,1635.9549560546875,1518.6561264822135,506,114.50010681398855,1566.739990234375,15.0,22.100000381469727,19.957114238512847,506,1.4332027138675654,20.450000762939453
CAUCA,CAJIBIO,2.643210015433309,-76.70138923049828,847.7449951171875,937.9619750976562,908.9254667038172,7178,19.564239682879744,912.3939819335938,980.3309936523438,1490.5849609375,1348.6845918083031,7178,62.67435697017453,1361.2869873046875,1590.2989501953125,1974.5419921875,1884.3719699080523,7178,53.305040123131114,1900.030029296875,1590.6639404296875,1976.7330322265625,1886.1166062970187,7178,53.672474638954604,1901.491943359375,1.0,4.0,2.75,40,0.5361902647381804,3.0,1358.364990234375,1572.4010009765625,1515.8682380216383,647,34.227334045932565,1523.822998046875,11.600000381469727,21.399999618530273,18.899536321483772,647,1.5174970191299684,19.200000762939453
CAUCA,CALDONO,2.8103303433699844,-76.46452253339477,844.4580078125,951.4760131835938,923.3685293480615,4617,19.467908876114027,928.4660034179688,660.3720092773438,1428.1280517578125,1077.459930690925,4617,172.11604548978409,1062.511962890625,1356.1729736328125,1949.3389892578125,1674.2357591509638,4617,145.25276178891224,1665.905029296875,1354.7120361328125,1952.260986328125,1675.0893437296945,4617,146.16883134081067,1666.27001953125,1.0,4.0,2.36,25,1.0910545357588683,2.0,1163.321044921875,1552.677978515625,1352.1968149038462,416,106.75086982292997,1341.56298828125,13.100000381469727,20.399999618530273,18.244711068960335,416,1.5911929407836574,18.600000381469727
CAUCA,CALOTO,3.0459358835573047,-76.3663812628394,842.9970092773438,973.7559814453125,933.4725839120371,3456,15.425267441513267,933.2139892578125,749.1279907226562,1459.1739501953125,1151.9244791666667,3456,167.6576191977207,1127.1619873046875,1461.0,1997.18701171875,1772.3922164351852,3456,122.89685648839927,1760.1400146484375,1464.6529541015625,2003.39599609375,1774.8155381944443,3456,124.23935096596233,1762.696044921875,2.0,5.0,4.055555555555555,18,0.7797593804232333,4.0,1225.4139404296875,1579.3409423828125,1409.0867834394905,314,88.93466793729614,1398.177001953125,16.899999618530273,24.600000381469727,22.24044585987261,314,1.7009329938233395,22.700000762939453
CAUCA,CORINTO,3.1367603092860135,-76.20966477292937,753.8759765625,972.6610107421875,908.3747642621405,4242,47.38124154444683,927.7349853515625,379.8599853515625,1267.782958984375,843.714167845356,4242,201.74499697147016,813.594482421875,1076.7569580078125,1878.115966796875,1508.2133427628478,4242,191.3298658689872,1492.7769775390625,1076.7569580078125,1883.22900390625,1508.554691183404,4242,193.04131903805984,1493.5069580078125,2.0,5.0,3.72,25,1.04,4.0,967.1820068359375,1474.1490478515625,1216.9862924281983,383,129.1760796715326,1211.1689453125,7.199999809265137,24.5,18.887728459530027,383,5.0315640668359,20.0
CAUCA,FLORENCIA,1.6945362102952752,-77.08735384438188,831.3090209960938,942.7100219726562,918.2697010869565,736,12.77264588318198,920.4299926757812,1004.43798828125,1384.6629638671875,1252.814453125,736,88.51996026456784,1272.3485107421875,1650.56494140625,1912.448974609375,1818.8101222826087,736,64.56503992519637,1835.198486328125,1649.833984375,1912.81396484375,1819.4636548913043,736,64.93382916511965,1836.47705078125,0.0,3.0,1.75,4,1.0897247358851685,2.0,1362.0169677734375,1508.4820556640625,1454.4636194029852,67,38.944019838305174,1461.72998046875,15.800000190734863,22.600000381469727,20.153730250116606,67,1.9326208592411376,20.600000381469727
CAUCA,INZA,2.499055143138498,-76.13762836670733,748.39697265625,935.77001953125,876.8324300310973,11255,22.496946380362694,878.426025390625,401.0450134277344,1339.3719482421875,777.8261217236784,11255,186.56238441607394,704.9320068359375,1066.1650390625,1865.697021484375,1416.3776988005332,11255,166.2778968557345,1348.8680419921875,1067.6259765625,1873.001953125,1419.599289204798,11255,167.18610867893193,1352.156005859375,3.0,6.0,4.59375,64,0.764827390657526,5.0,1011.3770141601562,1515.7879638671875,1180.046396841066,1013,122.51589934956604,1132.2750244140625,7.900000095367432,18.899999618530273,11.909180651530109,1013,2.7978246551126005,10.899999618530273
