Departamento,Municipio,DIF_min,DIF_max,DIF_mean,DIF_std,DIF_median,DNI_min,DNI_max,DNI_mean,DNI_std,DNI_median,GHI_min,GHI_max,GHI_mean,GHI_std,GHI_median,GTI_min,GTI_max,GTI_mean,GTI_std,GTI_median,OPTA_min,OPTA_max,OPTA_mean,OPTA_std,OPTA_median,PVOUT_min,PVOUT_max,PVOUT_mean,PVOUT_std,PVOUT_median,TEMP_min,TEMP_max,TEMP_mean,TEMP_std,TEMP_median
SUCRE,EL ROBLE,938.3270263671875,954.7639770507812,947.559331797235,3.5584503960672036,948.9199829101562,1345.2159423828125,1413.1519775390625,1373.574692780338,17.54573423541463,1366.0350341796875,1933.2679443359375,1968.697998046875,1947.5453149001537,9.459500016981117,1943.4949951171875,1962.85400390625,2000.1090087890625,1978.30856374808,9.777573074638038,1974.176025390625,11.0,12.0,11.714285714285714,0.45175395145262565,12.0,1534.780029296875,1560.7130126953125,1544.9432531380753,7.213323905803947,1541.719970703125,27.299999237060547,27.799999237060547,27.57656822044979,0.12355932263423053,27.600000381469727
SUCRE,GALERAS,898.5150146484375,945.2670288085938,931.7851571732451,9.481023010748657,934.6749877929688,1386.1240234375,1562.905029296875,1441.0408886787993,34.86253931805757,1431.050048828125,1953.3570556640625,2048.68701171875,1981.8977783030016,18.514186452763028,1976.3680419921875,1984.4029541015625,2086.673095703125,2015.2398960056723,19.85287833805321,2009.239990234375,12.0,12.0,12.0,0.0,12.0,1552.677978515625,1625.362060546875,1572.2378289473684,14.583919421840815,1568.0179443359375,27.399999618530273,28.100000381469727,27.78236790707237,0.1634484630205529,27.799999237060547
SUCRE,GUARANDA,940.5189819335938,969.3740234375,956.7961328289197,7.0965379905720924,956.9550170898438,1254.9990234375,1372.9749755859375,1315.9768810424548,25.23353409098707,1317.822021484375,1907.3360595703125,1963.948974609375,1936.7366540563262,12.657658503394583,1938.0169677734375,1928.52001953125,1989.8819580078125,1960.7416981925178,13.367140705808936,1961.758056640625,10.0,11.0,10.142857142857142,0.34992710611188255,10.0,1512.135009765625,1552.31201171875,1530.4632009345794,10.950077371265357,1531.1280517578125,27.600000381469727,28.0,27.77359721816589,0.09896219958306016,27.799999237060547
SUCRE,LA UNION,947.093017578125,966.0859985351562,958.6641571194763,4.160490786378736,959.5120239257812,1279.470947265625,1368.592041015625,1315.794271685761,20.482189517532305,1311.97802734375,1892.7259521484375,1943.8599853515625,1914.2893617021277,11.888079644503577,1912.083984375,1917.56201171875,1973.81103515625,1941.3878887070377,13.069356630826658,1939.112060546875,11.0,11.0,11.0,0.0,11.0,1500.08203125,1539.529052734375,1516.3851102941176,9.182362837559507,1514.6920166015625,27.200000762939453,27.799999237060547,27.55478084788603,0.12910618785179373,27.600000381469727
SUCRE,LOS PALMITOS,928.4660034179688,952.572021484375,937.0846712538226,4.897183528346112,936.135986328125,1252.4420166015625,1438.35400390625,1378.980122324159,32.95705915173727,1385.0279541015625,1868.2540283203125,1976.001953125,1939.947629969419,20.63622749355766,1943.4949951171875,1892.3599853515625,2009.60595703125,1971.5944189602446,21.726649647204688,1975.636962890625,12.0,12.0,12.0,0.0,12.0,1499.3509521484375,1571.3060302734375,1544.5716911764705,16.43540642954463,1547.9300537109375,26.399999618530273,27.299999237060547,26.870166425945378,0.16319030485731975,26.899999618530273
SUCRE,MAJAGUAL,939.0579833984375,975.947998046875,956.7768267411478,6.316137679995536,955.8590087890625,1273.261962890625,1421.91796875,1349.398504369763,31.51196281227063,1347.77197265625,1913.5450439453125,1987.68994140625,1953.23848995405,16.29450024986056,1951.89599609375,1936.18994140625,2016.5450439453125,1978.9573835480674,17.7891375657944,1977.4639892578125,10.0,11.0,10.548387096774194,0.4976531813077907,11.0,1512.135009765625,1573.862060546875,1545.00828313253,14.231249614271373,1544.2769775390625,27.600000381469727,28.100000381469727,27.846887550200805,0.07211905821302754,27.799999237060547
SUCRE,OVEJAS,916.7780151367188,959.8770141601562,935.097528830313,8.917705282304569,937.2319946289062,1044.97998046875,1472.68798828125,1347.5552718286656,69.61938351370536,1333.5279541015625,1717.406005859375,1993.5340576171875,1913.1973640856672,46.4299713007627,1905.509033203125,1727.998046875,2028.5980224609375,1944.166392092257,48.42647427937087,1935.093994140625,12.0,12.0,12.0,0.0,12.0,1425.2060546875,1581.89794921875,1527.907169117647,31.332955991920358,1520.9010009765625,24.5,27.399999618530273,26.4943021886489,0.533702968440846,26.600000381469727
SUCRE,PALMITO,931.7529907226562,966.0859985351562,951.2615670013095,8.024193593502549,952.93701171875,1251.345947265625,1389.7760009765625,1320.5085115670013,31.42548546668235,1316.7259521484375,1875.5589599609375,1941.303955078125,1906.8452640768223,15.220625106838868,1904.4139404296875,1905.14404296875,1976.3680419921875,1938.7051505892623,16.987470543861164,1935.824951171875,12.0,12.0,12.0,0.0,12.0,1493.8719482421875,1548.6600341796875,1518.7304126794259,13.587204342674484,1516.5179443359375,27.5,28.0,27.833493757476077,0.10548460556281232,27.799999237060547
SUCRE,SAMPUES,947.458984375,964.260009765625,956.1227821149752,4.34621743527255,955.4940185546875,1259.3819580078125,1359.094970703125,1318.1851490418737,23.948322160019107,1319.8310546875,1884.68994140625,1939.112060546875,1915.9355926188787,13.976668985524716,1916.10205078125,1912.448974609375,1970.1590576171875,1945.1735273243435,14.761180400893373,1945.322021484375,11.0,12.0,11.3125,0.46351240544347894,11.0,1500.08203125,1539.89404296875,1522.5823633603238,10.300522965421465,1524.18798828125,27.0,27.600000381469727,27.29797610387146,0.12020513251943425,27.299999237060547
SUCRE,SAN BENITO ABAD,899.6110229492188,958.051025390625,925.6558537454805,14.805302694924347,925.5430297851562,1336.81494140625,1560.7130126953125,1457.5580791363243,54.83759443874127,1459.5389404296875,1928.155029296875,2049.782958984375,1998.3942557417122,27.556823045564087,2000.8399658203125,1957.739990234375,2085.943115234375,2029.7247033660947,29.539892553890724,2031.52001953125,10.0,12.0,11.263636363636364,0.5338926130918554,11.0,1529.6669921875,1625.72802734375,1582.6867231638419,22.22792130219498,1583.7239990234375,27.399999618530273,28.299999237060547,27.978248587570622,0.14519167610990064,28.0
SUCRE,SAN JUAN BETULIA,933.2139892578125,945.6320190429688,938.9384929641398,2.709292157043275,938.3270263671875,1362.3819580078125,1410.9610595703125,1384.7060826146164,10.116870385834304,1385.0279541015625,1938.7469482421875,1961.758056640625,1948.8640490240582,4.940800784880132,1948.9739990234375,1969.79296875,1994.2650146484375,1980.7900590104402,5.1968581318620775,1980.7509765625,12.0,12.0,12.0,0.0,12.0,1541.35498046875,1559.251953125,1548.7126865671642,4.357690957378215,1548.2950439453125,26.799999237060547,27.399999618530273,27.214926344838307,0.16292126288372724,27.299999237060547
SUCRE,SAN MARCOS,912.760009765625,967.5469970703125,939.607638616579,16.182665828829702,935.0399780273438,1271.0699462890625,1482.550048828125,1388.067445690534,64.30552422496291,1409.5,1889.43798828125,2011.7969970703125,1959.1396753195827,37.77210541089089,1969.79296875,1912.81396484375,2042.47802734375,1986.6923378558545,39.664310500199896,1997.91796875,10.0,11.0,10.9,0.3,11.0,1496.428955078125,1591.39404296875,1550.2849040139615,29.82510690669928,1558.7044677734375,27.299999237060547,27.899999618530273,27.736212232766142,0.12500287725874323,27.799999237060547
SUCRE,SAN ONOFRE,869.2949829101562,947.458984375,909.1562820700777,17.113442402619608,915.3159790039062,1212.2650146484375,1603.447998046875,1434.5402433660754,83.3388620166633,1429.9539794921875,1830.998046875,2041.3819580078125,1952.6185310071837,48.0073702698409,1950.800048828125,1858.0269775390625,2085.2119140625,1991.7126521037972,50.86525798272394,1990.2469482421875,12.0,13.0,12.961538461538462,0.1923076923076923,13.0,1477.071044921875,1643.260009765625,1568.1665302782324,41.48356940409119,1567.6529541015625,26.5,27.799999237060547,27.35785341653028,0.18897517552799542,27.399999618530273
SUCRE,SAN PEDRO,920.4299926757812,933.2139892578125,926.5497159090909,2.5768601046600383,925.9089965820312,1413.883056640625,1488.759033203125,1458.3354936079545,13.798538540958793,1459.721435546875,1966.1409912109375,2003.39599609375,1987.7501775568182,7.190373253083,1988.4210205078125,1997.91796875,2039.1910400390625,2021.9240056818182,7.883856179001549,2022.7540283203125,12.0,12.0,12.0,0.0,12.0,1562.1739501953125,1589.2030029296875,1579.148375984252,4.962292447362048,1579.8890380859375,26.799999237060547,27.700000762939453,27.24566890686516,0.21101773922221428,27.299999237060547
SUCRE,SINCE,930.2919921875,948.1890258789062,936.51501447178,3.5612812151380315,936.5009765625,1370.41796875,1452.9639892578125,1411.6842438494934,17.118547451585588,1412.4219970703125,1944.5909423828125,1987.324951171875,1965.0452243125903,8.64218983941096,1965.4100341796875,1975.27197265625,2021.6590576171875,1997.5582489146166,9.21356901433505,1997.91796875,12.0,12.0,12.0,0.0,12.0,1544.2769775390625,1576.4189453125,1560.01745951417,6.8721876934880335,1560.3480224609375,26.799999237060547,27.799999237060547,27.324491554908906,0.19317092929018975,27.299999237060547
SUCRE,SUCRE,902.1680297851562,969.739013671875,936.7823924731183,18.159375363043285,937.9619750976562,1333.5279541015625,1558.52197265625,1443.17311827957,62.21872670320227,1447.1199951171875,1943.1300048828125,2049.782958984375,1995.436559139785,29.06621418776887,1997.91796875,1968.33203125,2084.48193359375,2026.0841397849463,31.703763518037867,2028.5980224609375,11.0,12.0,11.05813953488372,0.2340071139243966,11.0,1538.7979736328125,1627.553955078125,1581.9070464767617,24.665182588930872,1584.8199462890625,27.899999618530273,28.299999237060547,28.112596045727138,0.10428747558600406,28.100000381469727
SUCRE,SANTIAGO DE TOLU,882.4439697265625,945.2670288085938,917.1203587556447,15.485862311523336,917.8729858398438,1310.8819580078125,1530.762939453125,1428.6738585047667,46.47953742835453,1422.2840576171875,1891.2640380859375,2013.258056640625,1959.98921224285,24.522553531811205,1955.9139404296875,1924.8680419921875,2053.070068359375,1997.538133467135,26.116161494999595,1993.5340576171875,12.0,13.0,12.736842105263158,0.44034738238635557,13.0,1515.7879638671875,1612.2139892578125,1566.0259986225894,21.36417594013411,1562.905029296875,27.600000381469727,28.0,27.8639107696281,0.0745462566829095,27.899999618530273
SUCRE,TOLU VIEJO,916.4119873046875,959.8770141601562,945.5454303931987,8.04521307336379,947.458984375,1137.387939453125,1410.595947265625,1312.2163921360254,40.530787517449674,1316.7259521484375,1783.5159912109375,1944.9560546875,1896.076248671626,23.23124954150687,1900.760986328125,1797.39501953125,1983.3079833984375,1928.325053134963,25.028438270645992,1932.9029541015625,12.0,13.0,12.130434782608695,0.33678116053977536,12.0,1453.3299560546875,1553.04296875,1511.956701807229,18.480565484143362,1515.0570068359375,26.100000381469727,27.899999618530273,27.648796357304217,0.23393885941022985,27.700000762939453
